"name","brand","ean","price","grammage","category","sale","image"
"Langnese Feine Auslese Sommerblütenhonig goldklar 500g","Langnese","4023300490117","4.99","500g (1 kg = 9,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0126667/2633590_digital-image.png"
"Kölln Müsli Knusper Schoko & Keks Vorratspack 1,7kg","Kölln","4000540003215","9.99","1700g (1 kg = 5,88 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2122144/24051897_digital-image.png"
"Kölln Bio Dinkelkorn Flocken 450g","Kölln","4000540020601","3.19","450g (1 kg = 7,09 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2849603/26012517_digital-image.png"
"REWE Bio Fruchtschnitte Cranberry-Kirsch 150g","REWE Bio","4337256647076","2.89","150g (1 kg = 19,27 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7681325/40145802_digital-image.png"
"Rigoni di Asiago Bio Nocciolata 250g","Rigoni di Asiago","8052575090520","4.79","250g (1 kg = 19,16 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7671174/39957567_digital-image.png"
"Tartex Bio scharfe Tomate Aufstrich 135g","Tartex","4005514067606","2.89","135g (1 kg = 21,41 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7976249/41789249_digital-image.png"
"Harry Doppelsemmel","Harry","2154770000000","0.33","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/4019105/22199186_digital-image.png"
"D'arbo Naturrein Rosenmarille 450g","D'arbo","9001432002205","3.69","450g (1 kg = 8,20 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3206017/5328640_digital-image.png"
"Aldente Gefüllte Frischeiwaffeln mit kakaohaltiger Fettglasur mit Haselnussgeschmack 272g","Aldente","4044808150587","2.49","272g (1 kg = 9,15 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7214985/29283845_digital-image.png"
"REWE Bio Haselnussmus 250g","REWE Bio","4337256418775","5.99","250g (1 kg = 23,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8734627/36028847_digital-image.png"
"Schwartau Extra Schwarze Johannisbeere 340g","Schwartau","4011800841515","2.89","340g (1 kg = 8,50 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8654299/34885793_digital-image.png"
"Busch Feines Schaumgebäck Tropfen Vanille 100g","Busch","4007384000073","1.59","100g (1 kg = 15,90 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2407108/26537368_digital-image.png"
"Kölln Knusprige Haferfleks Honig 375g","Kölln","4000540051018","1.99","375g (1 kg = 5,31 €)","Brot, Cerealien & Aufstriche","True","https://img.rewe-static.de/8370754/30224959_digital-image.png"
"P. Heumann's Matzen 250g","P. Heumanns's","3226980052502","2.49","250g (1 kg = 9,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/5232147/5793250_digital-image.png"
"REWE Bio Naturland Dinkel Früchte Müsli 500g","REWE Bio","4337256641760","3.19","500g (1 kg = 6,38 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7682555/40080749_digital-image.png"
"REWE Bio Vollkorn Brötchen 340g","REWE Bio","4337256689144","2.19","340g","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7652218/41578341_digital-image.png"
"REWE Feine Welt Veganes Lemon Curd 250g","REWE Feine Welt","4337256429856","1.69","250g (1 kg = 6,76 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8751864/36851075_digital-image.png"
"Kölln Haferkleie-Flocken 250g","Kölln","4000540002409","2.99","250g (1 kg = 11,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/5416388/3091240_digital-image.png"
"Chivers Marmelade Ginger 340g","Chivers","5098732004811","3.49","340g (1 kg = 10,26 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3142644/26179775_digital-image.png"
"REWE Bio Akazienhonig 350g","REWE Bio","4337256449489","5.99","350g (1 kg = 17,11 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8755778/35884611_digital-image.png"
"Bihophar Bio-Honig Fairtrade cremig 500g","Bihophar","4055500012738","5.99","500g (1 kg = 11,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8017139/30812492_digital-image.png"
"Corny Hafer-Kraft & Skyr 40g","CORNY","4011800399917","2.49","3x40g (1 kg = 20,75 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8877781/39953589_digital-image.png"
"Veganz Muffins Double Choc vegan 150g","Veganz","4260402485720","1.99","150g (1 kg = 13,27 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7135502/27446153_digital-image.png"
"Wasa Knäckebrot Leinsamen 210g","Wasa","7300400482998","2.39","210g (1 kg = 11,38 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8939648/39489288_digital-image.png"
"Lindt Crème Noisette Haselnusscreme 220g","Lindt","8013108003981","3.99","220g (1 kg = 18,14 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8482830/31873499_digital-image.png"
"REWE frei von Saatenbrötchen 240g","REWE frei von","4337256158787","2.29","240g (1 kg = 9,54 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8503969/32493892_digital-image.png"
"Veganz Muffins Chocolate Chip vegan 150g","Veganz","4260402485744","1.99","150g (1 kg = 13,27 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8296629/29274340_digital-image.png"
"Campo Verde demeter Bio Haferflocken Zartblatt 500g","Campo Verde","4045178008188","2.49","500g (1 kg = 4,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8035430/35931965_digital-image.png"
"Harry Doppelbrötchen Dunkel","Harry","4071800046310","0.39","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1311915/17082920_digital-image.png"
"Mövenpick Gourmet-Frühstück Himbeere Passionsfrucht Fruchtaufstrich 250g","Mövenpick","4011800220020","1.99","250g (1 kg = 7,96 €)","Brot, Cerealien & Aufstriche","True","https://img.rewe-static.de/8539235/649400_digital-image.png"
"Bienenwirtschaft Meissen Honig Linde 250g","Bienenwirtschaft Meissen","4028712301327","2.99","250g (1 kg = 11,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7183392/27426823_digital-image.png"
"Harry Kartoffelbrot geschnitten","Harry","2200750000000","2.19","1 Stück ca. 750 g (1 kg = 2,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0881405/22525193_digital-image.png"
"REWE Bio Fruchtschnitte Banane Maracuja 150g","REWE Bio","4337256646918","2.89","150g (1 kg = 19,27 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8936906/40145783_digital-image.png"
"Schwartau Samt Maxi Erdbeere Fruchtaufstrich ohne Stücke & ohne Kerne 465g","Schwartau","4011800177416","3.99","465g (1 kg = 8,58 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8295029/29206598_digital-image.png"
"Finn Crisp Snacks Roasted Peppers & Chipotle 150g","Finn Crisp","7310130010330","2.99","150g (1 kg = 19,93 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8032123/30551479_digital-image.png"
"Schwartau Gelee nach Hausfrauenart Rote Johannisbeere 200g","Schwartau","40118024","2.39","200g (1 kg = 11,95 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7077875/27057464_digital-image.png"
"Goldkruste geschnitten 1000g","Harry","2200730000006","2.92","1 Stück ca. 1000 g (1 kg = 2,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0881398/21766387_digital-image.png"
"Lien Ying Reispapier 50g","Lien Ying","4013200880040","1.79","50g (1 kg = 35,80 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/4273753/23507542_digital-image.png"
"Ergüllü Aioli Creme 200g","Ergüllü","4260160790135","2.69","200g (1 kg = 13,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0960559/22397486_digital-image.png"
"Raw Bite Bio Riegel Cacao 50g","Rawbite","5712840020029","1.99","50g (1 kg = 39,80 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1941002/27878196_digital-image.png"
"Bonne Maman Erdbeere passiert 345g","Bonne Maman","3608580080732","3.29","345g (1 kg = 9,54 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7781728/38955429_digital-image.png"
"Rigoni di Asiago Bio Fiordifrutta Erdbeere & Wald-Erdbeere 250g","Rigoni di Asiago","8001505007176","4.29","250g (1 kg = 17,16 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0553579/27632021_digital-image.png"
"Harry Roggenbrötchen","Harry","4071800050317","0.49","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8040306/30274660_digital-image.png"
"Kölln Crunchy Berry Hafer-Müsli VeganChocTaste vegan 400g","Kölln","4000540003314","3.79","400g (1 kg = 9,48 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8969687/40330788_digital-image.png"
"Harry Vollkorn Kumpel","Harry","4071800050331","0.49","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8038521/30312612_digital-image.png"
"REWE Beste Wahl Porridge Schokolade 350g","REWE Beste Wahl","4337256631846","1.89","350g (1 kg = 5,40 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8924866/39569524_digital-image.png"
"Zentis Konfitüre Schwarzkirsche 340g","Zentis","4002575643725","2.49","340g (1 kg = 7,32 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8941705/40804345_digital-image.png"
"Davert Bio Weißes Mandelmus 250g","Davert","4019339331712","8.99","250g (1 kg = 35,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8422512/31210374_digital-image.png"
"Dr. Karg's Vollkorn-Knäckebrot Classic 3-Saat vegan 200g","Dr. Karg's","4033634051502","2.69","200g (1 kg = 13,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/9294350/20260436_digital-image.png"
"Tartex Bio Brotaufstrich Leberwurst vegan 135g","Tartex","4005514016666","2.89","135g (1 kg = 21,41 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8773077/39312303_digital-image.png"
"Bonne Maman Haselnuss & Kakao Creme 360g","Bonne Maman","3608580101932","3.49","360g (1 kg = 9,69 €)","Brot, Cerealien & Aufstriche","True","https://img.rewe-static.de/8862449/38860798_digital-image.png"
"Harry Dinkel Kumpel","Harry","4071800050324","0.49","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8384910/30274638_digital-image.png"
"REWE frei von Bio Knusperbrot Mais glutenfrei 130g","REWE frei von","4337256093194","1.39","130g (1 kg = 10,69 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7075792/28102161_digital-image.png"
"Seitenbacher Tropische Mischung 750g","Seitenbacher","4008391050907","6.29","750g (1 kg = 8,39 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/6194451/7478680_digital-image.png"
"Kölln Knusper Hafermüsli 50% weniger Zucker 500g","Kölln","4000540003260","3.79","500g (1 kg = 7,58 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7769659/39591579_digital-image.png"
"Nudossi Nuss-Nougat-Creme 200g","Nudossi","4018087001755","1.79","200g (1 kg = 8,95 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/6078958/2482470_digital-image.png"
"Raw Bite Bio Riegel Cashew 50g","Rawbite","5712840020012","1.99","50g (1 kg = 39,80 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1940248/27879410_digital-image.png"
"Harry Kartoffelbrot 750g","Harry","2156340000007","2.19","750g (1 kg = 2,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/9867058/22199454_digital-image.png"
"Harry Roggenzwilling 800g","Harry","2155230000004","2.19","800g (1 kg = 2,74 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0291751/22199439_digital-image.png"
"Deli Genuss Süßkartoffelaufstrich 175g","Deli Genuss","8713734016873","2.2","175g (1 kg = 12,57 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7295610/28526855_digital-image.png"
"Seitenbacher Müsli Dinkelmischung 500g","Seitenbacher","4008391008656","5.29","500g (1 kg = 10,58 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2090015/21842372_digital-image.png"
"Deli Reform Bio Gemüse auf Brot Pilze 150g","Deli Reform","40264738","2.69","150g (1 kg = 17,93 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3280761/26851246_digital-image.png"
"Harry Steinofen Meisterbrötchen Dk","Harry","4071800054339","0.59","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8591007/33458899_digital-image.png"
"Emil Reimann Original Dresdner Stollen 1kg","Emil Reimann","4035637580010","11.9","1000g","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7714149/28560484_digital-image.png"
"Harry Bäckerfrisch Malz-Mehrkorn 500g","Harry","4071800003665","1.69","500g (1 kg = 3,38 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0483109/1608030_digital-image.png"
"Mövenpick Brownie 300g","Mövenpick","4101540717567","3.19","300g (1 kg = 10,63 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8925486/40741516_digital-image.png"
"Campo Verde demeter Bio Haferflocken Großblatt 500g","Campo Verde","4045178008201","2.49","500g (1 kg = 4,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8034220/35931963_digital-image.png"
"Filinchen Das Knusper-Brot Ballaststoff 75g","Filinchen","4015427111440","0.79","75g (1 kg = 10,53 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0298476/7387090_digital-image.png"
"Popp Aioli Creme-Dip 250g","Popp","4045800767391","2.19","250g (1 kg = 8,76 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7258002/27735796_digital-image.png"
"Seitenbacher Cornflakes Zuckerarm 500g","Seitenbacher","4008391212770","3.39","500g (1 kg = 6,78 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8301915/31505363_digital-image.png"
"Mestemacher High Protein Toastbrötchen 260g","Mestemacher","4000446014797","2.59","260g (1 kg = 9,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8714346/35150606_digital-image.png"
"Ibis Nordic Berry Burger Buns 260g","Ibis","4012263030898","1.99","260g (1 kg = 7,65 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/9027320/39641376_digital-image.png"
"Bauckhof Bio Demeter Weizenkleie 250g","Bauckhof","4015637840277","1.49","250g (1 kg = 5,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0043830/27803671_digital-image.png"
"D'arbo Konfitüre Schwarzkirsch 450g","D'arbo","9001432002335","4.19","450g (1 kg = 9,31 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1107992/23328868_digital-image.png"
"Schwartau Gelee nach Hausfrauenart Himbeere 200g","Schwartau","40118055","2.89","200g (1 kg = 14,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7083780/27047966_digital-image.png"
"Biozentrale Bio Brotaufstrich Joghurt Tomate-Basilikum 125g","biozentrale","4005009106728","2.49","125g (1 kg = 19,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1160057/24220327_digital-image.png"
"Brinkers La Vida vegan Bio Nuss-Nougat 270g","Brinkers","8710573426092","5.29","270g (1 kg = 19,59 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3006818/29387036_digital-image.png"
"D'arbo Naturrein Himbeer 450g","D'arbo","9001432002236","4.19","450g (1 kg = 9,31 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3211134/21842375_digital-image.png"
"Ergüllü Tzatziki 200g","Ergüllü","4260160790227","2.69","200g (1 kg = 13,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3237700/27724705_digital-image.png"
"REWE Feine Welt Lavendelhonig Duft der Provence 250g","REWE Feine Welt","4388844029286","5.49","250g (1 kg = 21,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1020190/8070720_digital-image.png"
"Ruf Porridge Classic 65g","Ruf","4002809018503","0.69","65g (1 kg = 10,62 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8429238/31076795_digital-image.png"
"Bonne Maman Pflaumen-Konfitüre 370g","Bonne Maman","3045320092257","3.29","370g (1 kg = 8,89 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7227027/23277231_digital-image.png"
"REWE frei von Bio Haferriegel Frucht glutenfrei 25g","REWE frei von","4337256396356","0.89","25g (1 kg = 35,60 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8706578/36647164_digital-image.png"
"Seitenbacher Protein Müsli 454g","Seitenbacher","4008391003576","6.29","454g (1 kg = 13,85 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1383756/25961347_digital-image.png"
"Croissant mit Nuss-Nougat-Füllung","None","2157380000002","0.99","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2115318/26364179_digital-image.png"
"Dr. Oetker Vitalis Früchtemüsli 500g","Dr. Oetker","4000521018122","3.99","500g (1 kg = 7,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7001655/26853360_digital-image.png"
"REWE frei von Bio Früchtemüsli glutenfrei 400g","REWE frei von","4337256162326","2.99","400g (1 kg = 7,48 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8138988/29280437_digital-image.png"
"Rigoni di Asiago Bio Fiordifrutta Wild-Heidelbeere 250g","Rigoni di Asiago","8001505007169","4.29","250g (1 kg = 17,16 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0553586/30661204_digital-image.png"
"Kölln Knusprige Haferkissen Zimt 275g","Kölln","4000540003048","2.99","275g (1 kg = 10,87 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8034396/31508554_digital-image.png"
"Biozentrale Bio Haferkleie 500g","biozentrale","4005009104687","2.99","500g (1 kg = 5,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2045810/23476463_digital-image.png"
"7 Days Double Croissants Kakao-Vanille 4x60g","7 Days","7622202010231","2.49","4x60g (1 kg = 10,38 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1387217/23714443_digital-image.png"
"Ergüllü Aioli Pikant 200g","Ergüllü","4260160790111","2.69","200g (1 kg = 13,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1341139/22434884_digital-image.png"
"Kölln Müsli Knusper Schoko Krokant 1700g","Kölln","4000540023572","9.99","1700g (1 kg = 5,88 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8156520/29158983_digital-image.png"
"Vandemoortele Schokoladenbrötchen","Vandemoortele Deutschland GmbH","2799160000002","0.59","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7736642/37412278_digital-image.png"
"3Bears Porridge Dreierlei Beere 400g","3Bears","4260462980586","4.99","400g (1 kg = 12,48 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8188936/28365262_digital-image.png"
"3Bears Porridge Feiner Kakao 400g","3Bears","4260462980951","4.99","400g (1 kg = 12,48 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8305642/29950871_digital-image.png"
"Argeta Geflügel-Aufstrich extra streichfähig 95g","Argeta","3838975566507","1.39","95g (1 kg = 14,63 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0685069/22728165_digital-image.png"
"Bihophar Linden-Honig 500g","Bihophar","40555126","6.49","500g (1 kg = 12,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/5034213/23474020_digital-image.png"
"Burger Knäckebrot Leinsamen 250 g","Burger","4012970013856","1.39","250g (1 kg = 5,56 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7871020/33505315_digital-image.png"
"Harry Kürbiskernbrot geschnitten","Harry","2200890000007","2.65","1 Stück ca. 1000 g (1 kg = 2,65 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0881413/27231630_digital-image.png"
"Schwartau Gelee nach Hausfrauenart Schwarze Johannisbeere 200g","Schwartau","40118031","2.89","200g (1 kg = 14,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7076778/27047964_digital-image.png"
"Bakerman Geflügelrolle Premium","None","2281270000008","1.29","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7004068/26755997_digital-image.png"
"Golden Toast Körnerharmonie Sandwich 375g","Golden Toast","4009249032779","1.39","375g (1 kg = 3,71 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1949572/32828914_digital-image.png"
"Hafervoll Bio Organic-Flapjack Cocoa Nib & Hazelnut 60g","Hafervoll","4064888000763","1.79","60g (1 kg = 29,83 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8807383/39364644_digital-image.png"
"Harry Deichstulle 400g","Harry","4071800056036","1.99","400g (1 kg = 4,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7801804/36532560_digital-image.png"
"Mestemacher Weizen-Wraps XL 280g","Mestemacher","4000446016630","2.49","280g (1 kg = 8,89 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0436792/13192260_digital-image.png"
"Rettergut Bio-Hummus Kürbis & Karotte 135g","Rettergut","4260655550237","2.59","135g (1 kg = 19,19 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8427439/31210459_digital-image.png"
"Nabio Bio Protein-Aufstrich Knallererbse 140g","Nabio","4013182020717","2.49","140g (1 kg = 17,79 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3460518/30437785_digital-image.png"
"Aryzta Croissant Schinken Käse","None","27109618","0.89","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8017121/30918721_digital-image.png"
"Harry Buttercroissant","Harry","2128320000000","0.55","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1456389/21139406_digital-image.png"
"Schär Bio Brot Pure & Active glutenfrei 250g","Schär","8008698039397","3.99","250g (1 kg = 15,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8780464/37459375_digital-image.png"
"BE-KIND Honey Roasted Nuts & Sea Salt 40g","BE-KIND","5000159528320","1.99","40g (1 kg = 49,75 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8411542/31408519_digital-image.png"
"Davert Bio Quinoa Pops 125g","Davert","4019339291054","2.99","125g (1 kg = 23,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2522173/24762961_digital-image.png"
"Dr. Karg's Basilikum Pesto Vollkorn Knäckebrot 200g","Dr. Karg's","4033634000432","2.69","200g (1 kg = 13,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8516583/33920396_digital-image.png"
"Biozentrale Bio Knusperbrot Erbse Linse 100g","biozentrale","4005009102782","1.99","100g (1 kg = 19,90 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3552139/33509043_digital-image.png"
"Bakerman Bienenstich Plunder","None","2763120000005","0.89","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8274604/29148866_digital-image.png"
"Biozentrale Bio Flüssiges Tahin vegan 300ml","biozentrale","4005009101976","4.99","300ml (1 l = 16,63 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8772073/39528834_digital-image.png"
"Bauckhof Hot Hafer Bio Beere glutenfrei 400g","Bauckhof","4015637825410","3.99","400g (1 kg = 9,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/3067563/26053576_digital-image.png"
"Schwartau Extra Fruchtaufstrich Himbeere Zero 280g","Schwartau","4011800843212","2.99","280g (1 kg = 10,68 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7700290/40834186_digital-image.png"
"Berliner","None","20190415","0.69","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2557749/26363861_digital-image.png"
"Milram Porridge mit Vollkornhafer Natur 400g","Milram","4036300157638","1.99","400g (1 kg = 4,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8762823/36454061_digital-image.png"
"Davert Bio Braunes Mandelmus 250g","Davert","4019339311141","7.99","250g (1 kg = 31,96 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8008607/31210525_digital-image.png"
"Nabio Bio Cranberry Creme vegan 135g","Nabio","4013182024036","2.49","135g (1 kg = 18,44 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8978935/40804468_digital-image.png"
"Raw Bite Bio Riegel Peanut 50g","Rawbite","5712840020050","1.99","50g (1 kg = 39,80 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2603069/41523854_digital-image.png"
"Kölln Müsli Knusper Schoko & Keks 1,7kg","Kölln","4000540003239","9.99","1700g (1 kg = 5,88 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2865657/26847619_digital-image.png"
"Brandt Minis Hafer & Karamell vegan 85g","Brandt","4013752080943","1.39","85g (1 kg = 16,35 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7651974/41524141_digital-image.png"
"Breitsamer Honig Imkergold Fairtrade 500g","Breitsamer","40287935","6.99","500g (1 kg = 13,98 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2095035/23328855_digital-image.png"
"Zentis Frühstücks-Konfitüre Waldfrucht extra 230g","Zentis","4002575629132","1.99","230g (1 kg = 8,65 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8774164/37557353_digital-image.png"
"Brandt Minis Hafer & Kakao-Nuss vegan 85g","Brandt","4013752080905","1.39","85g (1 kg = 16,35 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7651166/41524163_digital-image.png"
"Burger Knäckebrot mit Dinkel 250g","Burger","4012970011173","1.39","250g (1 kg = 5,56 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/9338683/2264560_digital-image.png"
"Mestemacher Indian Naan Brot Knoblauch & Koriander, 240 g","Mestemacher","4000446016890","2.29","240g (1 kg = 9,54 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/7239741/27714610_digital-image.png"
"Schär Focaccia con Rosmarino glutenfrei 200g","Schär","8008698004678","3.49","200g (1 kg = 17,45 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1293999/24095214_digital-image.png"
"Mövenpick Haselnuss Creme Nuss & Milch 300g","Mövenpick","4011800103927","4.49","300g (1 kg = 14,97 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/8366401/30107136_digital-image.png"
"Gosch Sonntagsfrühstück Eiersalat mit Nordseekrabben 125g","Gosch","4009457788215","4.99","125g (1 kg = 39,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/1961786/23671946_digital-image.png"
"Käse-Mozzarella-Fächer","None","2713640000009","1.29","1 Stück","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/0551572/27603745_digital-image.png"
"Biozentrale Bio Brotaufstrich Champignon 125g","biozentrale","4005009105820","2.99","125g (1 kg = 23,92 €)","Brot, Cerealien & Aufstriche","False","https://img.rewe-static.de/2162868/23477554_digital-image.png"
