"name","brand","ean","price","grammage","category","sale","image"
"Salatgurke 1 Stück","None","8436000259209","0.95","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0483303/24569873_digital-image.png"
"Cherry Romatomaten 250g","REWE","3760375910157","0.99","250g (1 kg = 3,96 €)","Obst & Gemüse","True","https://img.rewe-static.de/1033906/23292477_digital-image.png"
"Chiquita Banane ca. 200g","Chiquita","27230923","0.46","1 Stück ca. 200 g (1 kg = 2,29 €)","Obst & Gemüse","False","https://img.rewe-static.de/7230923/24568904_digital-image.png"
"Paprika rot 500g","REWE Beste Wahl","7445906486443","1.89","500g (1 kg = 3,78 €)","Obst & Gemüse","False","https://img.rewe-static.de/1902921/34525189_digital-image.png"
"Tafeltrauben hell kernlos 500g","None","8906163440009","2.99","500g (1 kg = 5,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/1105044/21306366_digital-image.png"
"Clementinen 1kg im Netz","None","4055379000522","1.49","1 Stück","Obst & Gemüse","True","https://img.rewe-static.de/1055132/23270610_digital-image.png"
"REWE Bio Gurke 1 Stück","REWE Bio","7610632984741","1.59","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7359497/24569872_digital-image.png"
"REWE Beste Wahl Clementinen 750g im Netz","None","4337185355448","3.29","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8380889/30248452_digital-image.png"
"Lauchzwiebeln im Bund","None","20482404","0.95","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0482404/7360070_digital-image.png"
"Eisbergsalat 1 Stück","None","4003721021237","0.89","1 Stück","Obst & Gemüse","True","https://img.rewe-static.de/0482595/24570316_digital-image.png"
"REWE Beste Wahl Romana Salatherzen 3 Stück","REWE Beste Wahl","4335896378077","1.79","3 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1043421/21454590_digital-image.png"
"Kaki 1 Stück","None","20024635","0.49","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0024635/24569463_digital-image.png"
"Broccoli 500g","None","4049733023043","1.39","500g (1 kg = 2,78 €)","Obst & Gemüse","True","https://img.rewe-static.de/1007433/21403678_digital-image.png"
"Karotten 2kg","None","4260093590963","0.99","2kg (1 kg = 0,50 €)","Obst & Gemüse","True","https://img.rewe-static.de/8339524/30105634_digital-image.png"
"Rispentomaten ca. 100g","None","20475369","0.22","1 Stück ca. 100 g (1 kg = 2,22 €)","Obst & Gemüse","True","https://img.rewe-static.de/0475360/30888821_digital-image.png"
"REWE Beste Wahl Banane ca. 200g","REWE Beste Wahl","22590541","0.4","1 Stück ca. 200 g (1 kg = 1,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/1028378/33873287_digital-image.png"
"REWE Bio Champignons braun 250g","REWE Bio","27952450","2.49","250g (1 kg = 9,96 €)","Obst & Gemüse","False","https://img.rewe-static.de/8312738/29439264_digital-image.png"
"Avocado Hass essreif 1 Stück","None","8717428071131","1.69","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0151854/25018105_digital-image.png"
"Zucchini grün ca. 220g","None","20482169","0.5","1 Stück ca. 220 g (1 kg = 2,29 €)","Obst & Gemüse","False","https://img.rewe-static.de/0482161/24570156_digital-image.png"
"Mini Gurke 1 Stück","None","28297796","0.59","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7238557/28430588_digital-image.png"
"REWE Bio Speisemöhren 1kg","REWE Bio","4260640960010","1.59","1kg","Obst & Gemüse","False","https://img.rewe-static.de/2588140/24343912_digital-image.png"
"Porree 1 Stück","None","28311843","0.79","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8311846/7360610_digital-image.png"
"Kartoffeln festkochend 2kg","None","27157640","2.39","2kg (1 kg = 1,20 €)","Obst & Gemüse","False","https://img.rewe-static.de/8035226/31571721_digital-image.png"
"Suppengrün 500g","None","4022538299035","1.59","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0482293/7360910_digital-image.png"
"Champignons weiß 400g","None","4010063004507","1.99","400g (1 kg = 4,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/2867271/25837710_digital-image.png"
"REWE Bio Kartoffeln festkochend 1,5kg","None","24325141","2.69","1,50kg (1 kg = 1,79 €)","Obst & Gemüse","False","https://img.rewe-static.de/2550530/29319441_digital-image.png"
"REWE Bio Cherry Romatomaten 250g","REWE Bio","23826137","1.99","250g (1 kg = 7,96 €)","Obst & Gemüse","False","https://img.rewe-static.de/2224358/23270214_digital-image.png"
"Bio Banane ca. 200g","REWE Bio","23376267","0.4","1 Stück ca. 200 g (1 kg = 1,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/1930502/24568902_digital-image.png"
"REWE Beste Wahl Rispentomaten 400g","None","28325789","4.29","400g (1 kg = 10,73 €)","Obst & Gemüse","False","https://img.rewe-static.de/7084592/27954437_digital-image.png"
"Kartoffeln vorwiegend festkochend 2,5kg","None","4000874222702","2.59","2,50kg (1 kg = 1,04 €)","Obst & Gemüse","False","https://img.rewe-static.de/8690354/36396209_digital-image.png"
"Karotten 1kg","REWE Beste Wahl","4018905555958","1.29","1kg","Obst & Gemüse","False","https://img.rewe-static.de/1045111/21288882_digital-image.png"
"Radieschen im Bund","None","20483166","0.89","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0483168/9686150_digital-image.png"
"Honigmelone 1 Stück","None","4260094780356","2.39","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0045783/8613000_digital-image.png"
"REWE Bio Clementinen 1kg im Netz","REWE Bio","22629999","2.49","1 Stück","Obst & Gemüse","True","https://img.rewe-static.de/1055324/37733320_digital-image.png"
"Kartoffeln Drillinge festkochend 1kg","None","3360190022549","2.69","1kg","Obst & Gemüse","False","https://img.rewe-static.de/2484343/25265661_digital-image.png"
"Bio Apfel rot 550g in der Schale","None","28411802","2.39","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7225426/33343835_digital-image.png"
"Süßkartoffel ca. 300g","None","20475963","1.08","1 Stück ca. 300 g (1 kg = 3,59 €)","Obst & Gemüse","False","https://img.rewe-static.de/0475963/24569668_digital-image.png"
"Bio Kohlrabi 1 Stück","None","28006169","1.69","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8303870/32804594_digital-image.png"
"Bio Paprika 400g","None","28349709","2.49","400g (1 kg = 6,23 €)","Obst & Gemüse","False","https://img.rewe-static.de/7158570/39459560_digital-image.png"
"Spitzpaprika rot 500g","None","4260152132226","1.49","500g (1 kg = 2,98 €)","Obst & Gemüse","True","https://img.rewe-static.de/2212948/23275441_digital-image.png"
"Zwiebel gelb ca. 100g","None","22610645","0.15","1 Stück ca. 100 g (1 kg = 1,49 €)","Obst & Gemüse","False","https://img.rewe-static.de/1041251/27939028_digital-image.png"
"Heidelbeeren 125g","None","8712294021716","2.99","125g (1 kg = 23,92 €)","Obst & Gemüse","False","https://img.rewe-static.de/1045731/21306369_digital-image.png"
"Trauben hell kernlos ca. 800g","None","22731340","5.59","1 Stück ca. 800 g (1 kg = 6,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/2731347/7362570_digital-image.png"
"REWE Beste Wahl Champignons braun 250g","REWE Beste Wahl","8711775028459","2.19","250g (1 kg = 8,76 €)","Obst & Gemüse","False","https://img.rewe-static.de/1928831/21288695_digital-image.png"
"Chinakohl ca. 1kg","None","4018742013710","1.99","1 Stück ca. 1000 g (1 kg = 1,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/0482340/24569871_digital-image.png"
"Speisezwiebeln 1kg im Netz","None","4028263607541","1.39","1kg","Obst & Gemüse","False","https://img.rewe-static.de/1041138/21288183_digital-image.png"
"REWE to go Karottini 250g","REWE to go","4388844265806","0.99","250g (1 kg = 3,96 €)","Obst & Gemüse","False","https://img.rewe-static.de/2625775/25598665_digital-image.png"
"Tafeltrauben blau kernlos 500g","None","4049107007235","2.99","500g (1 kg = 5,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/1104863/21432767_digital-image.png"
"Kohlrabi 1 Stück","None","20570316","0.79","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0570311/11327870_digital-image.png"
"Zespri Kiwi Gold 1 Stück","None","20022242","0.89","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0022241/36093611_digital-image.png"
"Birne grün 1kg","None","28283492","2.19","1kg","Obst & Gemüse","False","https://img.rewe-static.de/7261673/27767336_digital-image.png"
"Zespri Kiwi Green 1 Stück","None","9420514500000","0.39","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0195634/31049727_digital-image.png"
"Bio Salat Romanaherzen 2 Stück","None","4260217274786","2.29","2 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1043516/31588618_digital-image.png"
"Bio Pastinake 300g","None","28374688","2.19","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7171573/29047496_digital-image.png"
"Kartoffeln vorwiegend festkochend dick 2kg","None","27160015","2.39","2kg (1 kg = 1,20 €)","Obst & Gemüse","False","https://img.rewe-static.de/8033637/31571806_digital-image.png"
"Zwiebel rot 500g im Netz","None","22609816","1.39","500g (1 kg = 2,78 €)","Obst & Gemüse","False","https://img.rewe-static.de/1041143/21288591_digital-image.png"
"REWE Bio Cherrytomate 250g","REWE Bio","4388840086191","1.79","250g (1 kg = 7,16 €)","Obst & Gemüse","False","https://img.rewe-static.de/0987085/11980510_digital-image.png"
"Apfel rot 1kg","None","4021747290727","1.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8153365/30105627_digital-image.png"
"REWE Beste Wahl Orangen ca. 250g","REWE Beste Wahl","27414248","0.62","1 Stück ca. 250 g (1 kg = 2,49 €)","Obst & Gemüse","True","https://img.rewe-static.de/7414242/24568594_digital-image.png"
"Apfel Elstar ca. 200g","None","24659246","0.6","1 Stück ca. 200 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/4659244/24568907_digital-image.png"
"Steckrübe ca. 1kg","None","20482183","1.49","1 Stück ca. 1000 g (1 kg = 1,49 €)","Obst & Gemüse","False","https://img.rewe-static.de/0482188/11406170_digital-image.png"
"Rosenkohl 750g","None","28407362","1.99","750g (1 kg = 2,65 €)","Obst & Gemüse","False","https://img.rewe-static.de/7212744/27649278_digital-image.png"
"Zitronen 500g im Netz","None","4014183152643","1.19","500g (1 kg = 2,38 €)","Obst & Gemüse","False","https://img.rewe-static.de/1073678/21306346_digital-image.png"
"REWE Bio Feldsalat 100g","None","4032211100763","1.79","100g (1 kg = 17,90 €)","Obst & Gemüse","False","https://img.rewe-static.de/2442277/23803385_digital-image.png"
"Kartoffel vorwiegend festkochend 2kg","None","27156797","2.39","2kg (1 kg = 1,20 €)","Obst & Gemüse","False","https://img.rewe-static.de/8381531/31571956_digital-image.png"
"Ananas klein extra sweet 1 Stück","None","4014071721241","1.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0195987/24569608_digital-image.png"
"Zitrone 1 Stück","None","21970269","0.79","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1970267/24568900_digital-image.png"
"Physalis 100g","None","4056186452542","1.79","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1097517/21287526_digital-image.png"
"Kanzi Apfel Nicoter 900g Schale","None","28442448","1.99","1 Stück","Obst & Gemüse","True","https://img.rewe-static.de/8146226/28218258_digital-image.png"
"Basilikum im Topf","REWE","22617408","1.59","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1045887/12635890_digital-image.png"
"Bio Süßkartoffeln ca. 250g","None","21925559","1.25","1 Stück ca. 250 g (1 kg = 4,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/7999523/31588770_digital-image.png"
"Grapefruit Star Ruby 1 Stück","None","21954511","1.19","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1954512/24568898_digital-image.png"
"Bio Ingwer ca. 100g","None","22865830","0.79","1 Stück ca. 100 g (1 kg = 7,90 €)","Obst & Gemüse","False","https://img.rewe-static.de/1218820/24569461_digital-image.png"
"REWE Beste Wahl Eisbergsalat mit Kräutern 175g","REWE Beste Wahl","4337256453882","1.49","175g (1 kg = 8,51 €)","Obst & Gemüse","False","https://img.rewe-static.de/8111550/28952529_digital-image.png"
"Coeur de Boeuf Tomate ca. 100g","None","22551641","0.59","1 Stück ca. 100 g (1 kg = 5,90 €)","Obst & Gemüse","False","https://img.rewe-static.de/2551647/33829768_digital-image.png"
"REWE Bio Paprika spitz rot 180g","REWE Bio","4388858203627","2.39","180g (1 kg = 13,28 €)","Obst & Gemüse","False","https://img.rewe-static.de/3933679/29590601_digital-image.png"
"Paprika rot ca. 250g","None","20483555","1.0","1 Stück ca. 250 g (1 kg = 3,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/0483559/24570151_digital-image.png"
"Kartoffeln festkochend ca. 100g","None","20466183","0.15","1 Stück ca. 100 g (1 kg = 1,49 €)","Obst & Gemüse","False","https://img.rewe-static.de/0466182/24569617_digital-image.png"
"Himbeeren 250g","None","20781262","4.99","250g (1 kg = 19,96 €)","Obst & Gemüse","False","https://img.rewe-static.de/8545389/37665452_digital-image.png"
"Bio Knoblauch 100g","None","22232625","0.99","100g (1 kg = 9,90 €)","Obst & Gemüse","False","https://img.rewe-static.de/8953642/39629747_digital-image.png"
"REWE Bio Zitrone 500g im Netz","REWE Bio","4388840085682","1.99","500g (1 kg = 3,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/7589883/8537390_digital-image.png"
"REWE Bio Rispentomaten 500g","REWE Bio","22610171","2.49","500g (1 kg = 4,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/1041181/21289418_digital-image.png"
"Brombeeren 125g","None","4260729940124","3.29","125g (1 kg = 26,32 €)","Obst & Gemüse","False","https://img.rewe-static.de/1045666/21397419_digital-image.png"
"Orangen 2kg im Netz","None","4311527978816","2.22","2kg (1 kg = 1,11 €)","Obst & Gemüse","True","https://img.rewe-static.de/1057917/23270609_digital-image.png"
"REWE Beste Wahl Rote Bete gekocht 500g","REWE Beste Wahl","27016381","0.79","500g (1 kg = 1,58 €)","Obst & Gemüse","True","https://img.rewe-static.de/7002885/31358948_digital-image.png"
"Bio Buschbohnen 300g","None","20729004","3.49","300g (1 kg = 11,63 €)","Obst & Gemüse","False","https://img.rewe-static.de/8535125/33602483_digital-image.png"
"REWE Bio Orangen 1kg im Netz","REWE Bio","28328117","2.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8017548/30744428_digital-image.png"
"Kartoffeln Belana festkochend aus der Region 2,5kg","None","4260470040043","3.29","2,50kg (1 kg = 1,32 €)","Obst & Gemüse","False","https://img.rewe-static.de/7244008/38573728_digital-image.png"
"Schnittlauch 25g","None","28347385","0.99","25g (1 kg = 39,60 €)","Obst & Gemüse","False","https://img.rewe-static.de/7142169/27803225_digital-image.png"
"Basilikum 15g","None","28345756","0.99","15g (1 kg = 66 €)","Obst & Gemüse","False","https://img.rewe-static.de/7141164/27803219_digital-image.png"
"Rote Bete ca. 100g","None","20468446","0.12","1 Stück ca. 100 g (1 kg = 1,19 €)","Obst & Gemüse","False","https://img.rewe-static.de/0468444/24567038_digital-image.png"
"Bio Demeter Speisezwiebeln 500g im Netz","None","4065992002100","2.19","500g (1 kg = 4,38 €)","Obst & Gemüse","False","https://img.rewe-static.de/8548893/33281774_digital-image.png"
"Looye Honigtomaten 180g","None","8716062000101","4.49","180g (1 kg = 24,94 €)","Obst & Gemüse","False","https://img.rewe-static.de/7257103/35077105_digital-image.png"
"Rondo Tomate 500g","None","8421167021103","1.99","500g (1 kg = 3,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/8403612/30883023_digital-image.png"
"Florette Eisberg Streifen 300g","Florette","3280220101146","1.99","300g (1 kg = 6,63 €)","Obst & Gemüse","False","https://img.rewe-static.de/2416918/37903164_digital-image.png"
"Orangen 1,5kg im Netz","REWE Beste Wahl","22634276","3.59","1,50kg (1 kg = 2,39 €)","Obst & Gemüse","False","https://img.rewe-static.de/1057913/21306094_digital-image.png"
"Kokosnuss 1 Stück","None","20023034","1.89","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0023035/7361920_digital-image.png"
"Linda Kartoffeln aus der Region 2,5kg","None","4260470040012","3.29","2,50kg (1 kg = 1,32 €)","Obst & Gemüse","False","https://img.rewe-static.de/7246394/40022311_digital-image.png"
"Paprika Mix 500g","REWE Beste Wahl","8057014948592","1.89","500g (1 kg = 3,78 €)","Obst & Gemüse","False","https://img.rewe-static.de/1040657/21506875_digital-image.png"
"REWE Bio Eisbergsalat 1 Stück","REWE Bio","27059654","2.39","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7063885/30744502_digital-image.png"
"REWE Regional Blumenkohl/Broccoli 500g","REWE Regional","20708658","3.49","500g (1 kg = 6,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/8534122/33088962_digital-image.png"
"Knoblauch 200g im Netz","None","22609786","1.29","200g (1 kg = 6,45 €)","Obst & Gemüse","False","https://img.rewe-static.de/1041139/21288186_digital-image.png"
"REWE Bio Gartenkresse 1 Stück","REWE Bio","4388840081462","0.49","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/2439530/4732320_digital-image.png"
"Apfel Braeburn rot ca. 200g","None","25825565","0.6","1 Stück ca. 200 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/5825563/24568906_digital-image.png"
"Tomaten Süße Versuchung 200g","None","25824445","3.99","200g (1 kg = 19,95 €)","Obst & Gemüse","False","https://img.rewe-static.de/8892909/37973820_digital-image.png"
"REWE Bio Speisekartoffeln Drillinge 650g","REWE Bio","24325158","2.59","650g (1 kg = 3,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/2550532/29857566_digital-image.png"
"REWE Bio Zitrone 1 Stück","REWE Bio","24659734","0.89","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0043657/24568899_digital-image.png"
"Rotkohl ca. 1,4kg","None","22430472","1.19","1 Stück ca. 1400 g (1 kg = 0,85 €)","Obst & Gemüse","True","https://img.rewe-static.de/2430479/24569670_digital-image.png"
"Apfel Pink Lady 1kg","None","8023666703001","3.59","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1907459/23271229_digital-image.png"
"Heidelbeeren 300g","None","8720195163626","3.79","300g (1 kg = 12,63 €)","Obst & Gemüse","True","https://img.rewe-static.de/7246181/29022841_digital-image.png"
"REWE Bio Zucchini 500g","REWE Bio","24333245","2.69","500g (1 kg = 5,38 €)","Obst & Gemüse","False","https://img.rewe-static.de/2577507/26644840_digital-image.png"
"Mango essreif 1 Stück","None","4019709381774","2.19","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0025267/24569609_digital-image.png"
"REWE Bio Avocado 1 Stück","REWE Bio","4015696020467","1.89","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/2333554/24569615_digital-image.png"
"Joyn Strauchtomaten 375g","None","8716062001344","3.79","375g (1 kg = 10,11 €)","Obst & Gemüse","False","https://img.rewe-static.de/3388645/35077102_digital-image.png"
"REWE Bio Zwiebeln rot 500g","REWE Bio","4337256622141","1.69","500g (1 kg = 3,38 €)","Obst & Gemüse","False","https://img.rewe-static.de/8919738/39069992_digital-image.png"
"Aubergine 1 Stück","None","9090001026223","0.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8514957/32078973_digital-image.png"
"REWE Bio Kurkuma ca. 100g","REWE Bio","4388860375275","0.99","1 Stück ca. 100 g (1 kg = 9,90 €)","Obst & Gemüse","False","https://img.rewe-static.de/8087379/30511085_digital-image.png"
"Buschbohnen 400g","None","22595997","2.79","400g (1 kg = 6,98 €)","Obst & Gemüse","False","https://img.rewe-static.de/1033058/21430243_digital-image.png"
"Physalis 125g","None","8713128224112","2.49","125g (1 kg = 19,92 €)","Obst & Gemüse","False","https://img.rewe-static.de/8078988/31114987_digital-image.png"
"Babyspinat 250g","None","22220370","2.69","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/2220370/25240471_digital-image.png"
"Apfel Cripps Pink ca. 250g","None","29696246","0.95","1 Stück ca. 250 g (1 kg = 3,79 €)","Obst & Gemüse","False","https://img.rewe-static.de/9696245/7361240_digital-image.png"
"Ready to eat Mungobohnenkeimlinge 200g","Ready to eat","4009879023857","1.29","200g (1 kg = 6,45 €)","Obst & Gemüse","False","https://img.rewe-static.de/8405653/38387404_digital-image.png"
"Kohl Jaroma ca. 1,2kg","None","21081859","2.27","1 Stück ca. 1200 g (1 kg = 1,89 €)","Obst & Gemüse","False","https://img.rewe-static.de/1081852/23274951_digital-image.png"
"REWE Regional Apfel Holsteiner Cox ca. 200g","REWE Regional","20937256","0.6","1 Stück ca. 200 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/0937258/24569179_digital-image.png"
"REWE Bio Broccoli 1 Stück","REWE Bio","22245236","2.79","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/2245231/23270211_digital-image.png"
"Fenchel ca. 250g","None","20483920","0.87","1 Stück ca. 250 g (1 kg = 3,49 €)","Obst & Gemüse","False","https://img.rewe-static.de/0483923/24570157_digital-image.png"
"Kartoffeln mehligkochend 2kg","None","27160121","2.39","2kg (1 kg = 1,20 €)","Obst & Gemüse","False","https://img.rewe-static.de/8378934/31571991_digital-image.png"
"REWE Bio Grapefruit 1 Stück","REWE Bio","24623995","1.49","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/4623991/24568597_digital-image.png"
"Blumenkohl weiß 1 Stück","None","20482336","4.49","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0482331/7361280_digital-image.png"
"REWE Beste Wahl Salatmischung Family-Mix 300g","REWE Beste Wahl","4388860158311","1.99","300g (1 kg = 6,63 €)","Obst & Gemüse","False","https://img.rewe-static.de/7260480/27890844_digital-image.png"
"Honey Pomelo Pink 1 Stück","None","6971052191258","2.29","1 Stück","Obst & Gemüse","True","https://img.rewe-static.de/2375883/24683503_digital-image.png"
"Paprika gelb ca. 250g","None","20483494","1.0","1 Stück ca. 250 g (1 kg = 3,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/0483494/24570153_digital-image.png"
"Cherry Rispentomate 350g","None","4030847103981","2.99","350g (1 kg = 8,54 €)","Obst & Gemüse","False","https://img.rewe-static.de/1033904/31264784_digital-image.png"
"Feldsalat 150g","None","8012566022039","1.69","150g (1 kg = 11,27 €)","Obst & Gemüse","False","https://img.rewe-static.de/1043449/21174049_digital-image.png"
"Karotten ca. 100g","None","20469764","0.16","1 Stück ca. 100 g (1 kg = 1,59 €)","Obst & Gemüse","False","https://img.rewe-static.de/0469769/24569869_digital-image.png"
"Himbeeren 125g","None","4061458242936","1.99","125g (1 kg = 15,92 €)","Obst & Gemüse","True","https://img.rewe-static.de/8448551/31583158_digital-image.png"
"Mini Pak Choi 300g","None","8032937142579","1.99","300g (1 kg = 6,63 €)","Obst & Gemüse","False","https://img.rewe-static.de/7202778/30744753_digital-image.png"
"Rucola 125g","None","4019709283795","1.19","125 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1043451/21063947_digital-image.png"
"Bio Himbeeren 125g","None","8720195164265","3.49","125g (1 kg = 27,92 €)","Obst & Gemüse","False","https://img.rewe-static.de/7032483/31583124_digital-image.png"
"Galiamelone 1 Stück","None","4327475095246","2.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0020974/24570188_digital-image.png"
"REWE Bio Apfel rot ca. 200g","REWE Bio","24661447","0.7","1 Stück ca. 200 g (1 kg = 3,49 €)","Obst & Gemüse","False","https://img.rewe-static.de/0136053/24569357_digital-image.png"
"REWE Feine Welt Orangen Rosé 1KG Netz","REWE Feine Welt","4388860034264","3.29","1kg","Obst & Gemüse","False","https://img.rewe-static.de/7122503/30619458_digital-image.png"
"REWE Bio Suppengrün 400g","REWE Bio","28374640","2.29","400g (1 kg = 5,73 €)","Obst & Gemüse","False","https://img.rewe-static.de/7171851/30744757_digital-image.png"
"Weißkohl ca. 1,5kg","None","20570293","1.94","1 Stück ca. 1500 g (1 kg = 1,29 €)","Obst & Gemüse","False","https://img.rewe-static.de/0570290/24569669_digital-image.png"
"REWE Bio Basilikum im Topf","REWE Bio","22617576","1.79","NA","Obst & Gemüse","False","https://img.rewe-static.de/1045916/21289421_digital-image.png"
"Kopfsalat 1 Stück","None","4251079324610","1.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0482684/11339830_digital-image.png"
"REWE Bio Rispen Tomaten 350g","None","28382935","2.89","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7180089/37729327_digital-image.png"
"Zwiebeln 2kg im Netz","None","20370428","1.99","2kg (1 kg = 1 €)","Obst & Gemüse","False","https://img.rewe-static.de/8481433/31572015_digital-image.png"
"Apfel Jazz Scifresh 700g","None","21428876","3.29","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1428871/23271235_digital-image.png"
"Apfel Granny Smith ca. 150g","None","24941075","0.45","1 Stück ca. 150 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/4941071/24569178_digital-image.png"
"Apfel rot 2kg","None","4021747286638","2.99","2kg (1 kg = 1,50 €)","Obst & Gemüse","False","https://img.rewe-static.de/8365705/31705328_digital-image.png"
"Rosmarin 15g","None","28373636","0.99","15g (1 kg = 66 €)","Obst & Gemüse","False","https://img.rewe-static.de/7188190/27803235_digital-image.png"
"REWE Bio Blumenkohl 1 Stück","REWE Bio","28358343","3.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/7152588/28404100_digital-image.png"
"Apfel Boskoop ca. 200g","None","25849370","0.6","1 Stück ca. 200 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/5849373/24569280_digital-image.png"
"Chili Mix Tricolor 80g","None","28137375","1.49","80g (1 kg = 18,63 €)","Obst & Gemüse","False","https://img.rewe-static.de/8229761/28442971_digital-image.png"
"REWE Beste Wahl Delizioso Mini Cherry Rispentomaten 200g","REWE Beste Wahl","21673252","3.49","200g (1 kg = 17,45 €)","Obst & Gemüse","False","https://img.rewe-static.de/8737758/35859352_digital-image.png"
"Mango vorgereift 1 Stück","None","8717428076891","1.99","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/8021488/31080554_digital-image.png"
"Bio Staudensellerie 1 Stück","None","24673747","2.19","NA","Obst & Gemüse","False","https://img.rewe-static.de/2588126/32571380_digital-image.png"
"Wirsing ca. 1,5kg","None","20570330","2.54","1 Stück ca. 1500 g (1 kg = 1,69 €)","Obst & Gemüse","False","https://img.rewe-static.de/0570338/7362390_digital-image.png"
"Apfel Wellant ca. 150g","None","27210345","0.45","1 Stück ca. 150 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/8042556/32127823_digital-image.png"
"Hokkaido-Kürbis ca. 1400g","None","23399563","2.51","1 Stück ca. 1400 g (1 kg = 1,79 €)","Obst & Gemüse","False","https://img.rewe-static.de/3399567/27287789_digital-image.png"
"Clementinen 2,3kg Kiste","None","5206055002388","4.99","2,30kg (1 kg = 2,17 €)","Obst & Gemüse","False","https://img.rewe-static.de/8627738/24541986_digital-image.png"
"Limetten 4 Stück","None","21316463","1.49","4 Stück","Obst & Gemüse","False","https://img.rewe-static.de/1316461/21287523_digital-image.png"
"Staudensellerie 1 Stück","None","4019709003515","1.49","1 Stück","Obst & Gemüse","False","https://img.rewe-static.de/0483281/21288885_digital-image.png"
"Birne grün ca. 240g","None","20194567","0.72","1 Stück ca. 240 g (1 kg = 2,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/0194565/29858079_digital-image.png"
"Paprika grün ca. 250g","None","20483517","1.0","1 Stück ca. 250 g (1 kg = 3,99 €)","Obst & Gemüse","False","https://img.rewe-static.de/0483516/24570152_digital-image.png"
